OBJECTID,ERC_ID,OBJECTID_1,ERC_ID_1,INCIDENT_TYPE,INCIDENT_STATUS,COMMS_COMMENT,ROAD_CLOSURE_TYPE,DECLARED_ROAD_NUMBER,DECLARED_ROAD_NAME,DECLARED_ROAD_DIRECTION,CLOSED_ROAD_NAME,CLOSED_ROAD_SRNS,CLOSED_ROAD_RMA_CLASS,CLOSED_ROAD_LGA,CLOSED_ROAD_VR_REGION,CLOSED_ROAD_SES_REGION,CLOSED_ROAD_TRAM,CLOSED_ROAD_BUS,INCIDENT_DISTANCE,INCIDENT_DIRECTION,INCIDENT_INT_ROAD_NAME,INCIDENT_LOCALITY,INCIDENT_MELWAY,INCIDENT_VCSD,START_INT_ROAD_NAME,START_INT_LOCALITY,END_INT_ROAD_NAME,END_INT_LOCALITY,DT_CREATED,DT_UPDATED,DT_PUBLISH_UNTIL,DT_LAST_LN_UPDATE,POINT_TYPE
2307,ERC023413,15633,ERC023413,Emergency Works,inactive,All lanes now open southbound between Grandview Road and Phoenix Drive after earlier power works. ,Traffic Alert,5308,JELLS ROAD,forward,JELLS ROAD,,AO,MONASH,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"754, 804",0,North,,WHEELERS HILL,71H11,79D8,GRANDVIEW ROAD,WHEELERS HILL,PHOENIX DRIVE,WHEELERS HILL,26/11/2014 10:54:52,26/11/2014 14:04:40,26/11/2014 14:19:18,26/11/2014 14:04:39,MIDPOINT
2308,ERC024319,16632,ERC024319,Emergency Works,inactive,All lanes open nothbound between Queensberry Street and Flemington Road after earlier water works. ,Traffic Alert,5065,PEEL STREET,forward,PEEL STREET,,AO,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"55, 59","942, 479, 546",0,South,,NORTH MELBOURNE,43F4,78H6,QUEENSBERRY STREET,NORTH MELBOURNE,FLEMINGTON ROAD,MELBOURNE,09/01/2015 08:08:41,09/01/2015 17:04:33,09/01/2015 17:19:32,09/01/2015 17:04:33,MIDPOINT
2309,ERC017553,12142,ERC017553,Fire,inactive,Road closed between Darraweit Valley Track and Old Sydney Road.Drivers are advised to avoid travel to the area. For fire updates please visit www.cfa.vic.gov.au ,Road Closed - Authorised Access Only,,,forward,WALLAN HEIGHTS ROAD,,MU,MITCHELL,NORTHERN,MELBOURNE METROPOLITAN (CENTRAL),,,230,West,,WALLAN,645G4,60H8,DARRAWEIT VALLEY TRACK,WALLAN,OLD SYDNEY ROAD,WALLAN,12/02/2014 20:19:10,13/02/2014 20:06:25,13/02/2014 20:21:21,13/02/2014 20:06:23,WHOLE
2310,ERC017555,11936,ERC017555,Fire,inactive,Road closed between Simons Hill Road and Union Lane.Drivers are advised to avoid travel to the area. For fire updates please visit www.cfa.vic.gov.au ,Road Closed - Residents Access Only,,,forward,OLD MILL ROAD,,MU,MITCHELL,NORTHERN,MELBOURNE METROPOLITAN (CENTRAL),,,0,SouthWest,,BYLANDS,,60H7,SIMONS HILL ROAD,BYLANDS,UNION LANE,BYLANDS,12/02/2014 20:27:56,13/02/2014 14:46:42,13/02/2014 15:01:40,13/02/2014 14:46:42,WHOLE
2311,ERC017557,12294,ERC017557,Fire,inactive,Road open between the Northern Highway and Union Lane.,Road Closed - Residents Access Only,,,forward,MILL ROAD,,MU,MITCHELL,NORTHERN,LODDON MALLEE (NORTH WEST),,,0,West,,KILMORE,,60H7,NORTHERN HIGHWAY,KILMORE,UNION LANE,BYLANDS,12/02/2014 20:32:25,13/02/2014 13:27:55,13/02/2014 13:42:54,13/02/2014 13:27:55,MIDPOINT
2312,ERC017568,12295,ERC017568,Fire,inactive,Road closed between Paynes Road and Butlers Road.Drivers are advised to avoid travel to the area. For fire updates please visit www.cfa.vic.gov.au ,Road Closed - Residents Access Only,,,forward,ODONAHUES ROAD,,MU,MITCHELL,NORTHERN,LODDON MALLEE (NORTH WEST),,,0,West,,KILMORE,,60G6,PAYNES ROAD,FORBES,BUTLERS ROAD,KILMORE,12/02/2014 21:22:22,13/02/2014 17:56:25,13/02/2014 18:11:23,13/02/2014 17:56:25,WHOLE
2313,ERC020922,13806,ERC020922,Weather,inactive,Local traffic only between Grand Ridge Rd ,Traffic Alert,,,forward,YARRAM-MORWELL ROAD,,MU,"LATROBE, WELLINGTON",EASTERN,GIPPSLAND (EAST),,,0,North,,GRAND RIDGE,,97J9,GRAND RIDGE ROAD,GRAND RIDGE,WARD ROAD,GRAND RIDGE,31/07/2014 12:49:53,06/08/2014 08:34:38,06/08/2014 08:49:37,06/08/2014 08:34:38,MIDPOINT
2314,ERC020926,13807,ERC020926,Weather,inactive,Road closed between Tarra Valley Rd ,Road Closed,,,forward,BOLGERS ROAD,,MU,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,205,West,,DEVON NORTH,,98A9,TARRA VALLEY ROAD,DEVON NORTH,BOLGER ROAD,DEVON NORTH,31/07/2014 12:55:42,01/08/2014 09:09:10,01/08/2014 09:23:59,01/08/2014 09:09:07,MIDPOINT
2315,ERC020954,13661,ERC020954,Road Damage,inactive,Road is is now open between Donna Buang Road and Marysville Road after the removal of trees from the road. ,Road Closed,4811,ACHERON WAY,forward,ACHERON WAY,C507,AO,"YARRA RANGES, MURRINDINDI","NORTH EASTERN, METRO SOUTH EAST",MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,WARBURTON,,80C2,DONNA BUANG ROAD,WARBURTON,MARYSVILLE ROAD,NARBETHONG,31/07/2014 22:25:29,01/08/2014 14:29:03,01/08/2014 15:29:04,01/08/2014 14:29:05,MIDPOINT
2316,ERC022171,14078,ERC022171,Debris,inactive,Road now open between David Hill Road and Kallista-Emerald Road after the removal of fallen tress from the road. ,Road Closed,5778,EMERALD-MONBULK ROAD,forward,EMERALD-MONBULK ROAD,C406,AO,"YARRA RANGES, CARDINIA",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,NorthEast,,MONBULK,125F10,79H8,DAVID HILL ROAD,MONBULK,KALLISTA-EMERALD ROAD,EMERALD,01/10/2014 10:26:36,01/10/2014 12:09:28,01/10/2014 12:24:10,01/10/2014 12:09:28,MIDPOINT
2317,ERC018481,12308,ERC018481,Emergency Works,inactive,All lanes now open between Gower St and Murray Rd after earlier gas works.,Traffic Alert,5813,WHITTLESEA ROAD,forward,PLENTY ROAD,,AO,DAREBIN,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),86,"903, 527",0,SouthWest,,PRESTON,18J12,79B5,GOWER STREET,PRESTON,MURRAY ROAD,PRESTON,04/04/2014 08:59:26,04/04/2014 15:36:12,04/04/2014 15:50:57,04/04/2014 15:36:12,MIDPOINT
2318,ERC018958,10603,ERC018958,Emergency Works,inactive,All lanes clear southbound between Canterbury Rd and Glen Park Rd after emergency power works. ,Traffic Alert,5422,CROYDON-SCORESBY ROAD,forward,BAYSWATER ROAD,,AO,MAROONDAH,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"664, 679, 968",0,SouthEast,,BAYSWATER NORTH,64G2,79F7,CANTERBURY ROAD,BAYSWATER NORTH,GLEN PARK ROAD,BAYSWATER NORTH,29/04/2014 10:27:11,29/04/2014 15:50:44,29/04/2014 16:05:43,29/04/2014 15:50:44,MIDPOINT
2319,ERC018983,11589,ERC018983,Vehicle Collision,inactive,All lanes now open eastbound between Starling Road and Arena Parade after an earlier vehicle collision. ,lanes closed eastbound,2460,BEACONSFIELD-NAR NAR GOON ROAD,forward,PRINCES HIGHWAY,C101,AO,CARDINIA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,926,0,West,,OFFICER,215B5,95H2,STARLING ROAD,OFFICER,MCMULLEN ROAD,OFFICER,30/04/2014 10:17:54,30/04/2014 14:59:06,30/04/2014 14:58:48,30/04/2014 14:59:06,MIDPOINT
2320,ERC024366,16668,ERC024366,Vehicle Collision,inactive,Furlong rd has been closed in both directions between Bond ave ,Road Closed,5215,FURLONG ROAD,forward,FURLONG ROAD,,AO,BRIMBANK,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,East,,ST ALBANS,26C5,78F6,IRONBARK STREET,ST ALBANS,ST ALBANS ROAD,ST ALBANS,11/01/2015 00:26:56,11/01/2015 06:13:45,11/01/2015 06:28:42,11/01/2015 06:13:44,MIDPOINT
2322,ERC019047,12706,ERC019047,Emergency Works,inactive,All lanes now open outbound between Clarendon St and Queens Bridge St after earlier power works. ,Traffic Alert,5325,CITY ROAD,forward,CITY ROAD,,AO,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),112,"253, 250, 251, 970",0,SouthWest,,SOUTHBANK,43F12,78H7,CLARENDON STREET,SOUTHBANK,QUEENS BRIDGE STREET,SOUTHBANK,02/05/2014 11:03:40,02/05/2014 15:41:50,02/05/2014 15:56:34,02/05/2014 15:41:49,MIDPOINT
2323,ERC020130,13035,ERC020130,Vehicle Collision,inactive,Road now open between Geelong Rd and Somerville Rd after a vehicle collision. ,Road Closed,5142,MCDONALD ROAD,forward,MCDONALD ROAD,,AO,"BRIMBANK, HOBSONS BAY",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"903, 409, 414",0,South,,BROOKLYN,41A8,78F7,GEELONG ROAD,BROOKLYN,SOMERVILLE ROAD,BROOKLYN,24/06/2014 13:34:24,24/06/2014 15:27:02,24/06/2014 16:27:00,24/06/2014 15:27:01,MIDPOINT
2325,ERC016850,11953,ERC016850,Fire,inactive,,Road Closed,2520,WESTERN HIGHWAY,forward,WESTERN HIGHWAY,A8,AH,"NORTHERN GRAMPIANS, HORSHAM",WESTERN,GRAMPIANS (MID WEST),,,0,East,,DEEP LEAD,,40E5,STAWELL-WARRACKNABEAL ROAD,DEEP LEAD,STAWELL ROAD,HORSHAM,18/01/2014 12:30:38,19/01/2014 08:02:25,19/01/2014 08:02:18,19/01/2014 08:02:24,MIDPOINT
2326,ERC021596,15366,ERC021596,Emergency Works,inactive,All lanes open northbound between Maroondah Highway and Ringwood Bypass after earlier water works. ,Traffic Alert,5806,RINGWOOD-WARRANDYTE ROAD,forward,WARRANDYTE ROAD,,AO,MAROONDAH,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"670, 679, 684, 901, 906, 966, 366, 367, 271, 364, 270",0,South,,RINGWOOD,49H8,79E7,MAROONDAH HIGHWAY,RINGWOOD,RINGWOOD BYPASS,RINGWOOD,08/09/2014 07:32:54,08/09/2014 15:46:11,08/09/2014 16:01:03,08/09/2014 15:46:15,MIDPOINT
2327,ERC021658,14380,ERC021658,Vehicle Collision,inactive,All lanes clear inbound between Croydon Road and Yarra Road after an earlier vehicle collision. ,lanes closed inbound,2720,MAROONDAH HIGHWAY,reverse,MAROONDAH HIGHWAY,,AH,MAROONDAH,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"670, 684, 366, 671",0,NorthEast,,CROYDON,36J12,79F6,CROYDON ROAD,CROYDON,YARRA ROAD,CROYDON,10/09/2014 17:06:48,10/09/2014 18:00:27,10/09/2014 18:15:17,10/09/2014 18:00:27,MIDPOINT
2328,ERC023278,15374,ERC023278,Vehicle Collision,inactive,Road now open between Maroondah Highway and Hull Road after an earlier multi-vehicle collision. ,Road Closed,5772,MOOROOLBARK ROAD,forward,MOOROOLBARK ROAD,,AO,YARRA RANGES,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"679, 683, 684, 685, 966, 670, 680",0,South,,LILYDALE,37K9,79G6,MAROONDAH HIGHWAY,LILYDALE,HULL ROAD,MOOROOLBARK,21/11/2014 17:55:27,21/11/2014 18:21:51,21/11/2014 18:36:41,21/11/2014 18:21:52,MIDPOINT
2329,ERC023635,16006,ERC023635,Police Incident,inactive,Road open between Commercial Road and Roy Street. ,Road Closed,5882,ST KILDA ROAD,forward,ST KILDA ROAD,,AO,"MELBOURNE, PORT PHILLIP",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"67, 6, 72, 16, 3, 3a, 5, 64","970, 980, 216, 219, 220",0,North,,MELBOURNE,58A5,78H7,COMMERCIAL ROAD,MELBOURNE,ROY STREET,MELBOURNE,05/12/2014 13:48:39,05/12/2014 14:36:37,05/12/2014 14:36:28,05/12/2014 14:36:37,MIDPOINT
2331,ERC024691,16019,ERC024691,Vehicle Collision,inactive,Road open after earlier vehicle collision. ,Road Closed,5751,MORNINGTON-FLINDERS ROAD,forward,MORNINGTON-FLINDERS ROAD,C787,AO,MORNINGTON PENINSULA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,MAIN RIDGE,254K8,94H8,SHANDS ROAD,MAIN RIDGE,BALDRYS ROAD,FLINDERS,27/01/2015 08:14:01,27/01/2015 12:07:23,27/01/2015 12:22:19,27/01/2015 12:07:22,MIDPOINT
2332,ERC025731,17137,ERC025731,Vehicle Collision,inactive,Police have closed North Rd to investigate a collision. Alternate routes are Glen Huntly Rd and Centre Rd.,All lanes closed eastbound,2060,NORTH ROAD HIGHWAY,forward,NORTH ROAD,,AH,"BAYSIDE, GLEN EIRA",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),64,"626, 630",0,West,,BRIGHTON EAST,67K8,79B8,HAWTHORN ROAD,BRIGHTON EAST,THOMAS STREET,BRIGHTON EAST,17/03/2015 21:31:51,17/03/2015 22:59:45,17/03/2015 23:14:40,17/03/2015 22:59:45,MIDPOINT
2333,ERC025794,17269,ERC025794,Emergency Incident,inactive,Road closed between Millers Rd and Cemetery Rd due to a transformer leak. Police are on site diverting traffic. Seek alt route. ,Road Closed,2120,DOCKLANDS HIGHWAY,forward,FRANCIS STREET,,AH,"MARIBYRNONG, HOBSONS BAY",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"903, 412, 411",0,West,,BROOKLYN,41C9,78F7,MILLERS ROAD,BROOKLYN,CEMETERY ROAD,BROOKLYN,20/03/2015 15:48:31,20/03/2015 19:45:31,20/03/2015 20:00:28,20/03/2015 19:45:30,MIDPOINT
2334,ERC026658,17470,ERC026658,Police Incident,inactive,Belgrave-Gembrooke Road between Belgrave-Hallam Road and Puffing BIlly Place is closed from 7.00am to 1.00pm due to the Puffing Billy Great Train Race.VicRoads advises motorists to allow additional time for their travel. ,Road Closed,5774,BELGRAVE-GEMBROOK ROAD,forward,BELGRAVE-GEMBROOK ROAD,C404,AO,YARRA RANGES,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"695, 697, 699",0,North,,BELGRAVE,75H10,79G8,BELGRAVE-HALLAM ROAD,BELGRAVE,AURA-SELBY ROAD,SELBY,03/05/2015 09:08:53,03/05/2015 11:37:40,03/05/2015 11:52:38,03/05/2015 11:37:40,MIDPOINT
2335,ERC018627,11975,ERC018627,Vehicle Collision,inactive,Police are investigating a motor vehicle collision. Detour route is Banks St to Shakespeare St to Liddiard Rd,Road Closed,2510,PRINCES HIGHWAY EAST,forward,PRINCES HIGHWAY,M1,AH,LATROBE,EASTERN,GIPPSLAND (EAST),,,0,SouthWest,,TRARALGON,,98A5,GREY STREET,TRARALGON,PETERKIN STREET,TRARALGON,10/04/2014 19:20:00,11/04/2014 02:58:55,11/04/2014 03:28:51,11/04/2014 02:58:53,MIDPOINT
2336,ERC019630,12679,ERC019630,Emergency Works,inactive,Emergency tram track works have closed the south bound lanes from Blyth St until 3 pm.Alternate route is Lygon St. ,All lanes closed southbound,5736,NICHOLSON STREET,reverse,NICHOLSON STREET,,AO,MORELAND,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),96,"508, 503",0,North,,BRUNSWICK EAST,30A7,78H6,BLYTH STREET,BRUNSWICK EAST,KIRKDALE STREET,BRUNSWICK EAST,01/06/2014 10:48:09,01/06/2014 13:54:23,01/06/2014 13:54:22,01/06/2014 10:51:10,MIDPOINT
2337,ERC020542,12979,ERC020542,Emergency Works,inactive,All lanes clear westbound between Great Ryrie St and Wantirna Rd after utility works. ,Traffic Alert,5802,CANTERBURY ROAD,forward,CANTERBURY ROAD,,AO,MAROONDAH,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"679, 901",0,,,HEATHMONT,63G1,79E7,GREAT RYRIE STREET,HEATHMONT,WANTIRNA ROAD,HEATHMONT,15/07/2014 12:33:01,15/07/2014 16:26:38,15/07/2014 16:41:36,15/07/2014 16:26:37,MIDPOINT
2338,ERC022517,14723,ERC022517,Vehicle Breakdown,inactive,D24 have closed road due to a truck which has got stuck over both carriageways. All emergency services are on site. Motorists are advised to avoid the area and use alternate route. ,Road Closed,5764,BAXTER-TOORADIN ROAD,forward,BAXTER-TOORADIN ROAD,C781,AO,"CASEY, FRANKSTON, MORNINGTON PENINSULA",METRO SOUTH EAST,GIPPSLAND (EAST),,776,0,West,,LANGWARRIN SOUTH,140C6,95D5,DANDENONG-HASTINGS ROAD,PEARCEDALE,GRANT ROAD,BAXTER,18/10/2014 11:09:23,18/10/2014 12:28:36,18/10/2014 12:43:33,18/10/2014 12:28:36,MIDPOINT
2339,ERC023998,15775,ERC023998,Fire,inactive,Dicker Road closed between Wright Road and Quinn Road due to fires in the area. Drivers are advised to avoid the area. ,Road Closed,,,forward,DICKER ROAD,,MU,BENALLA,NORTH EASTERN,HUME (NORTH EAST),,,0,West,,BROKEN CREEK,,33F8,WRIGHT ROAD,BROKEN CREEK,QUINN ROAD,BROKEN CREEK,18/12/2014 14:08:17,23/12/2014 08:57:28,23/12/2014 09:12:27,23/12/2014 08:57:28,WHOLE
2340,ERC023999,15776,ERC023999,Fire,inactive,,Road Closed,,,forward,DICKER ROAD,,MU,"SHEPPARTON, BENALLA",NORTH EASTERN,HUME (NORTH EAST),,,0,West,,STEWARTON,,33F8,BENALLA BOUNDARY ROAD,STEWARTON,WRIGHT ROAD,BROKEN CREEK,18/12/2014 14:09:41,23/12/2014 08:57:36,23/12/2014 09:12:35,23/12/2014 08:57:36,WHOLE
2341,ERC025925,17067,ERC025925,Vehicle Collision,inactive,Road now open between Whitehorse Rd and Forster St after an earlier collision. ,Road Closed,,,forward,HEATHERDALE ROAD,,MU,"MAROONDAH, WHITEHORSE",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"742, 901, 966",0,North,,MITCHAM,49D9,79E7,WHITEHORSE ROAD,MITCHAM,FORSTER STREET,MITCHAM,27/03/2015 13:44:21,27/03/2015 15:18:48,27/03/2015 15:18:38,27/03/2015 15:18:49,MIDPOINT
2342,ERC017039,10441,ERC017039,Road Damage,inactive,Road remains closed between Fyans Creek Road and Mt Zero Road due to fire recovery works. Drivers are advised to seek an alternate route. ,Road Closed,,,forward,PINES ROAD,,MU,NORTHERN GRAMPIANS,WESTERN,GRAMPIANS (MID WEST),,,108,West,,FYANS CREEK,,56A2,FYANS CREEK ROAD,FYANS CREEK,MT ZERO ROAD,MOUNT DRYDEN,24/01/2014 11:58:38,12/06/2014 10:32:45,12/06/2014 10:47:28,12/06/2014 10:32:42,MIDPOINT
2343,ERC017092,10442,ERC017092,Emergency Works,inactive,All lanes clear southbound between Balston Street and Clarke Street after utility electrical works.,Traffic Alert,5325,CITY ROAD,forward,CITY ROAD,,AO,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),55,"253, 250, 251, 970",0,SouthWest,,SOUTHBANK,43G11,78H7,BALSTON STREET,SOUTHBANK,CLARKE STREET,SOUTHBANK,28/01/2014 09:39:03,28/01/2014 14:14:54,28/01/2014 14:29:53,28/01/2014 14:14:54,MIDPOINT
2344,ERC018850,10556,ERC018850,Vehicle Collision,inactive,The highway is closed due to a single car collision spreading fuel across the road. Police have closed the road at Tooradin Station Rd detouring traffic to Dalmore Rd via Ballarto Rd.  ,All lanes closed eastbound,2580,SOUTH GIPPSLAND HIGHWAY,forward,SOUTH GIPPSLAND HIGHWAY,M420,AH,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,795,0,NorthWest,,TOORADIN,144D4,95H5,TOORADIN STATION ROAD,TOORADIN,DALMORE ROAD,TOORADIN,19/04/2014 20:42:18,19/04/2014 23:18:58,19/04/2014 23:18:53,19/04/2014 23:18:55,MIDPOINT
2345,ERC018871,11248,ERC018871,Vehicle Collision,inactive,Berwick-Cranbourne Road is CLOSED in both directions between Cameron Street and New Holland Drive due to a collision.Emergency services are on site. Heavy delays are expected through the area.Drivers are advised to seek an alternate route. ,Road Closed,5768,BERWICK-CRANBOURNE ROAD,forward,BERWICK-CRANBOURNE ROAD,C407,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"796, 795, 797",0,East,,CRANBOURNE,134A6,95F3,CAMERON STREET,CRANBOURNE,ELIBURN DRIVE,CRANBOURNE EAST,22/04/2014 17:47:50,22/04/2014 21:13:19,22/04/2014 22:13:17,22/04/2014 21:13:19,MIDPOINT
2346,ERC019124,10469,ERC019124,Vehicle Collision,inactive,Road closed between Jones Road and Frankston-Flinders Road due to a vehicle collision. Police are on site directing traffic. Drivers travelling through the area are advised to allow extra time. ,Road Closed,,,forward,BUNGOWER ROAD,,MU,MORNINGTON PENINSULA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"783, 782",0,West,,SOMERVILLE,148F4,95D5,JONES ROAD,SOMERVILLE,FRANKSTON-FLINDERS ROAD,SOMERVILLE,07/05/2014 11:10:01,07/05/2014 12:45:54,07/05/2014 12:45:48,07/05/2014 12:45:54,MIDPOINT
2347,ERC025461,16343,ERC025461,Police Incident,inactive,Police have closed Bourke St between Russell and Spring St's due to an incident.Motorists are advised to avoid the area.,Road Closed,,,forward,BOURKE STREET,,MU,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"35, 86, 95, 96","340, 956, 961, 966, 605, 479",0,East,,MELBOURNE,43J7,78H6,RUSSELL STREET,MELBOURNE,SPRING STREET,MELBOURNE,04/03/2015 00:50:03,04/03/2015 03:37:03,04/03/2015 03:52:03,04/03/2015 00:51:41,MIDPOINT
2348,ERC024614,16029,ERC024614,Emergency Works,inactive,All lanes open northbound between Weber Drive and Strachans Road after earlier power works. ,Traffic Alert,2660,NEPEAN HIGHWAY,reverse,NEPEAN HIGHWAY,B110,AH,MORNINGTON PENINSULA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"784, 785, 788, 970",0,South,,MORNINGTON,145D3,95B5,WEBER DRIVE,MORNINGTON,STRACHANS ROAD,MORNINGTON,22/01/2015 12:10:19,22/01/2015 14:45:57,22/01/2015 15:00:46,22/01/2015 14:45:57,MIDPOINT
2349,ERC025934,17182,ERC025934,Emergency Works,inactive,"Emergency power works - north bound left and right lanes closed traffic heading north bound will be using south bound right lane, speed reduced to 40, till approx 6pm.Motorists are advised to allow extra time when travelling though works area. ",Traffic Alert,5422,CROYDON-SCORESBY ROAD,forward,BAYSWATER ROAD,,AO,KNOX,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"664, 745, 968, 753, 755",0,South,,BAYSWATER,64G3,79F7,MOUNTAIN HIGHWAY,BAYSWATER,STATION STREET,BAYSWATER,29/03/2015 09:40:45,29/03/2015 12:08:48,29/03/2015 12:23:46,29/03/2015 12:08:48,MIDPOINT
2350,ERC017701,11105,ERC017701,Fire,inactive,The Bonang Road is now open to all traffic. Speed limit has been reduced to 60km/h due to road damage. Clean up works taking place. Drivers advised to allow extra time. ,Traffic Alert,5952,BONANG ROAD,forward,BONANG ROAD,C612,AO,EAST GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,0,,,BENDOC,,68D6,GAP ROAD,BENDOC,ABERDEEN ROAD,GOONGERAH,06/03/2014 10:00:06,10/06/2014 16:19:18,10/06/2014 16:34:16,10/06/2014 16:19:18,MIDPOINT
2351,ERC018030,10446,ERC018030,Vehicle Collision,inactive,Heathcote-Rochester Rd has been closed in both directions between Midland Hwy and Bendigo - Murchison Rd. VicRoads advise motorists to seek an alternate route.  ,Road Closed,5377,HEATHCOTE-ROCHESTER ROAD,forward,HEATHCOTE-ROCHESTER ROAD,C347,AO,CAMPASPE,NORTHERN,LODDON MALLEE (NORTH WEST),,,183,SouthEast,,COROP,,45E3,MIDLAND HIGHWAY,COROP,BENDIGO-MURCHISON ROAD,COLBINABBIN,08/03/2014 22:32:56,09/03/2014 14:02:12,09/03/2014 15:02:11,09/03/2014 00:06:29,MIDPOINT
2352,ERC019025,10831,ERC019025,Police Incident,inactive,Road now open at Bernard Street after an earlier police incident. Traffic lights still not working. Drivers travelling through the area are advised to approach with caution. ,Road Closed,5317,CHESTERVILLE ROAD,forward,CHESTERVILLE ROAD,,AO,KINGSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"631, 767, 811, 812, 821",0,South,,CHELTENHAM,77J10,79B9,BERNARD STREET,CHELTENHAM,ARGUS STREET,CHELTENHAM,01/05/2014 13:33:38,01/05/2014 19:30:46,01/05/2014 20:30:43,01/05/2014 19:30:45,MIDPOINT
2353,ERC022041,14370,ERC022041,Emergency Works,inactive,Traffic lights now working along Mountain Highway between Burwood Highway and Boronia Road after an earlier power fault. ,Traffic Alert,5783,WANTIRNA-SASSAFRAS ROAD,forward,MOUNTAIN HIGHWAY,,AO,KNOX,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"732, 736, 745, 901, 968, 738",0,SouthWest,,WANTIRNA,63D8,79E7,BURWOOD HIGHWAY,WANTIRNA,BORONIA ROAD,WANTIRNA,25/09/2014 11:19:44,25/09/2014 12:32:33,25/09/2014 12:47:14,25/09/2014 12:32:32,MIDPOINT
2354,ERC020762,13387,ERC020762,Vehicle Collision,inactive,All lanes clear between Morris Rd ,Road Closed,,,forward,GLENFERN ROAD,,MU,"YARRA RANGES, KNOX",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,699,0,SouthEast,,LYSTERFIELD,74F11,79F8,MORRIS ROAD,LYSTERFIELD,NEW ROAD,LYSTERFIELD,24/07/2014 15:54:13,24/07/2014 16:55:28,24/07/2014 17:10:27,24/07/2014 16:55:28,MIDPOINT
2355,ERC021477,15327,ERC021477,Vehicle Collision,inactive,Road now open between Western Port Highway and Evans Road after an earlier vehicle collision. ,Road Closed,,,forward,HALL ROAD,,MU,"FRANKSTON, CASEY",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,CRANBOURNE WEST,133A5,95E3,DANDENONG-HASTINGS ROAD,SKYE,UNNAMED,CRANBOURNE WEST,01/09/2014 07:31:02,01/09/2014 08:12:33,01/09/2014 08:26:47,01/09/2014 08:12:32,MIDPOINT
2356,ERC022060,14371,ERC022060,Emergency Works,inactive,All lanes now open between Lathams Road and Frankston-Dandenong Road after earlier barrier repairs. ,Traffic Alert,2601,MORNINGTON PENINSULA FREEWAY,forward,PENINSULA LINK FREEWAY,M11,FW,FRANKSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"901, 778",0,NorthWest,,CARRUM DOWNS,100B5,95D3,LATHAMS ROAD,CARRUM DOWNS,FRANKSTON-DANDENONG ROAD,CARRUM DOWNS,26/09/2014 08:21:32,26/09/2014 14:18:26,26/09/2014 14:33:12,26/09/2014 14:18:26,MIDPOINT
